STATION,NAME,DATE,AWND,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",7/10/2011,6.93,0,,,,91,70,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",7/11/2011,8.05,0.46,,,,87,71,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",7/12/2011,5.82,0.04,,,,89,67,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",7/13/2011,8.72,0,,,,77,59,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",7/14/2011,6.71,0,,,,83,57,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",7/15/2011,3.8,0,,,,86,65,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",7/16/2011,2.46,0.01,,,,88,70,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",7/17/2011,6.26,0,,,,94,67,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",7/18/2011,10.51,0.04,,,,90,78,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",7/19/2011,4.47,0,,,,97,77,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",7/20/2011,10.51,0,,,,97,76,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",7/21/2011,8.5,0,,,,97,74,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",7/22/2011,5.82,1.01,,,,89,70,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",7/23/2011,5.14,1.91,,,,86,71,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",7/24/2011,5.37,0.1,,,,85,71,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",7/25/2011,4.47,0,,,,88,69,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",7/26/2011,5.59,0,,,,87,69,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",7/27/2011,9.17,0.7,,,,91,68,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",7/28/2011,5.82,0.58,,,,86,72,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",7/29/2011,3.58,0.06,,,,88,70,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",7/30/2011,1.79,0,,,,90,65,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",7/31/2011,3.8,0.01,,,,90,66,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/1/2011,2.91,0,,,,90,71,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/2/2011,8.5,0.33,,,,92,73,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/3/2011,7.38,0,,,,88,67,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/4/2011,4.92,0,,,,86,63,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/5/2011,3.8,0.01,,,,84,65,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/6/2011,1.79,0.56,,,,85,70,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/7/2011,5.37,1.14,,,,86,68,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/8/2011,3.58,1.07,,,,82,65,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/9/2011,10.07,0.01,,,,79,62,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/10/2011,5.82,0,,,,76,58,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/11/2011,1.79,0,,,,79,56,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/12/2011,5.59,0,,,,82,57,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/13/2011,6.49,0.42,,,,82,64,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/14/2011,9.84,0,,,,77,58,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/15/2011,2.68,0,,,,81,53,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/16/2011,2.24,0,,,,82,58,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/17/2011,5.37,0,,,,84,60,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/18/2011,3.58,0,,,,84,62,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/19/2011,1.79,0,,,,87,61,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/20/2011,2.68,0.68,,,,80,66,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/21/2011,5.37,0,,,,79,62,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/22/2011,2.91,0,,,,82,57,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/23/2011,9.4,1.06,,,,73,61,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/24/2011,9.84,0,,,,90,66,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/25/2011,4.92,0,,,,81,59,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/26/2011,2.24,0.01,,,,82,54,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/27/2011,6.93,0,,,,84,59,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/28/2011,6.49,0,,,,77,55,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/29/2011,2.24,0,,,,80,54,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/30/2011,4.25,0.08,,,,76,57,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",8/31/2011,6.26,0.01,,,,86,64,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",9/1/2011,5.59,0,,,,92,68,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",9/2/2011,6.04,0,,,,91,74,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",9/3/2011,5.37,0.09,,,,87,68,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",9/4/2011,11.18,0,,,,72,56,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",9/5/2011,12.75,0,,,,66,47,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",9/6/2011,9.4,0,,,,67,44,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",9/7/2011,10.74,0,,,,71,46,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",9/8/2011,12.75,0,,,,77,54,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",9/9/2011,7.16,0.03,,,,73,57,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",9/10/2011,1.79,0,,,,77,52,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",9/11/2011,2.91,0.01,,,,82,53,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",9/12/2011,10.07,0,,,,86,60,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",9/13/2011,7.16,0,,,,73,52,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",9/14/2011,5.37,0.06,,,,58,39,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",9/15/2011,6.49,0,,,,60,38,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",9/16/2011,2.24,0,,,,58,41,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",9/17/2011,6.49,0,,,,69,43,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",9/18/2011,7.16,0.35,,,,65,54,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",9/19/2011,5.14,0.18,,,,69,49,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",9/20/2011,6.26,0,,,,74,47,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",9/21/2011,11.18,0,,,,71,52,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",9/22/2011,5.14,0,,,,63,45,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",9/23/2011,6.04,0,,,,64,43,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",9/24/2011,4.92,0,,,,64,46,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",9/25/2011,4.47,0.01,,,,66,45,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",9/26/2011,13.87,0.91,,,,56,52,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",9/27/2011,7.61,0.79,,,,62,52,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",9/28/2011,5.82,0.37,,,,67,49,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",9/29/2011,12.97,0.01,,,,68,45,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",9/30/2011,14.32,0,,,,61,40,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/1/2011,8.72,,,,,59,38,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/2/2011,2.68,,,,,66,34,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/3/2011,3.8,0,,,,71,42,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/4/2011,0.67,0,,,,73,37,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/5/2011,2.24,0,,,,78,44,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/6/2011,3.8,0,,,,80,47,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/7/2011,6.71,0,,,,82,51,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/8/2011,6.71,0,,,,81,51,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/9/2011,3.13,0,,,,79,47,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/10/2011,4.47,0,,,,75,48,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/11/2011,3.36,0,,,,77,53,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/12/2011,6.93,0,,,,76,51,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/13/2011,6.04,0.48,,,,64,50,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/14/2011,14.32,0,,,,61,46,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/15/2011,13.65,0,,,,61,45,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/16/2011,7.61,0.13,,,,60,43,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/17/2011,10.51,0,,,,58,37,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/18/2011,6.93,0,,,,53,35,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/19/2011,19.01,0.15,,,,47,42,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/20/2011,14.54,0.03,,,,47,41,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/21/2011,4.47,0,,,,54,32,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/22/2011,3.36,0,,,,65,32,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/23/2011,5.37,0.23,,,,67,35,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/24/2011,6.49,0,,,,62,42,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/25/2011,10.51,0.09,,,,73,46,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/26/2011,12.3,0,,,,53,45,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/27/2011,5.59,0,,,,52,35,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/28/2011,4.25,0,,,,55,33,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/29/2011,3.36,0,,,,54,30,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/30/2011,10.96,0.14,,,,55,30,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",10/31/2011,3.13,0,,,,51,32,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",11/1/2011,10.07,0,,,,64,33,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",11/2/2011,10.74,0,,,,63,44,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",11/3/2011,17,0.14,,,,47,37,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",11/4/2011,5.14,0,,,,53,31,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",11/5/2011,8.72,0,,,,56,33,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",11/6/2011,14.99,0,,,,57,39,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",11/7/2011,2.68,0.08,,,,57,49,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",11/8/2011,11.18,1.16,,,,51,45,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",11/9/2011,14.99,0.4,,,,60,34,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",11/10/2011,10.96,0,,,,40,29,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",11/11/2011,8.28,0,,,,44,26,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",11/12/2011,12.75,0,,,,59,30,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",11/13/2011,17.67,0,,,,68,43,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",11/14/2011,3.58,0,,,,54,33,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",11/15/2011,7.83,0,,,,62,27,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",11/16/2011,12.08,0,,,,43,26,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",11/17/2011,9.84,0,,,,36,23,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",11/18/2011,17.45,0,,,,50,22,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",11/19/2011,16.78,0,,,,56,39,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",11/20/2011,10.07,0,,,,52,35,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",11/21/2011,7.83,0,,,,47,36,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",11/22/2011,11.41,0.09,,,,42,36,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",11/23/2011,5.82,0,,,,46,30,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",11/24/2011,14.09,0,,,,46,40,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",11/25/2011,13.65,0,,,,55,37,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",11/26/2011,9.84,0.85,,,,53,42,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",11/27/2011,12.3,0.04,,,,43,34,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",11/28/2011,10.74,0,,,,40,31,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",11/29/2011,19.01,0,,,,43,29,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",11/30/2011,6.49,0,,,,43,21,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",12/1/2011,6.49,0,,,,45,25,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",12/2/2011,6.71,0,,,,41,29,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",12/3/2011,12.08,0.47,,,,49,35,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",12/4/2011,12.08,0.02,,,,51,35,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",12/5/2011,8.95,0.01,,,,39,33,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",12/6/2011,7.16,0,,,,34,25,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",12/7/2011,9.17,0,,,,33,23,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",12/8/2011,5.82,0,,,,34,22,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",12/9/2011,8.95,0,,,,30,13,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",12/10/2011,8.05,0,,,,26,9,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",12/11/2011,10.07,0,,,,43,20,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",12/12/2011,6.49,0,,,,45,21,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",12/13/2011,2.91,0.07,,,,44,37,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",12/14/2011,13.87,1.25,,,,54,40,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",12/15/2011,17.9,0.02,,,,56,32,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",12/16/2011,5.14,0,,,,33,21,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",12/17/2011,4.92,0.03,,,,31,24,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",12/18/2011,8.95,0,,,,43,24,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",12/19/2011,10.74,0,,,,49,37,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",12/20/2011,6.04,0,,,,39,31,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",12/21/2011,6.49,0,,,,40,34,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",12/22/2011,7.61,0,,,,39,30,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",12/23/2011,8.95,0,,,,32,20,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",12/24/2011,8.5,0,,,,38,18,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",12/25/2011,10.29,0,,,,44,23,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",12/26/2011,9.4,0.03,,,,44,20,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",12/27/2011,13.42,0.01,,,,39,25,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",12/28/2011,4.92,0,,,,30,17,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",12/29/2011,9.4,0,,,,46,28,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",12/30/2011,8.5,0.16,,,,43,27,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",12/31/2011,10.07,0,,,,39,24,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",1/1/2012,20.36,0.02,,,,42,28,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",1/2/2012,17.67,0,,,,28,16,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",1/3/2012,9.17,0,,,,27,10,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",1/4/2012,7.61,0,,,,41,22,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",1/5/2012,8.5,0,,,,49,21,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",1/6/2012,8.5,0,,,,54,33,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",1/7/2012,6.93,0,,,,43,25,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",1/8/2012,2.24,0,,,,40,18,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",1/9/2012,11.18,0,,,,45,21,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",1/10/2012,5.14,0,,,,51,24,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",1/11/2012,2.68,0,,,,55,22,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",1/12/2012,12.75,0.11,,,,35,16,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",1/13/2012,12.97,0,,,,20,14,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",1/14/2012,4.7,0,,,,17,5,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",1/15/2012,10.51,0,,,,30,7,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",1/16/2012,7.83,0.03,,,,42,27,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",1/17/2012,14.09,0.07,,,,39,13,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",1/18/2012,8.72,0,,,,24,5,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",1/19/2012,11.86,0,,,,26,1,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",1/20/2012,6.26,0.25,,,,17,1,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",1/21/2012,7.83,0,,,,24,12,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",1/22/2012,14.09,0.08,,,,40,15,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",1/23/2012,17.67,0.17,,,,43,28,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",1/24/2012,8.95,0,,,,34,20,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",1/25/2012,4.03,0,,,,34,19,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",1/26/2012,5.14,0,,,,40,31,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",1/27/2012,8.28,0.03,,,,41,29,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",1/28/2012,16.11,0,,,,33,24,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",1/29/2012,11.18,0,,,,29,13,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",1/30/2012,12.08,0,,,,51,18,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",1/31/2012,13.42,0,,,,56,40,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",2/1/2012,4.47,0,,,,46,27,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",2/2/2012,3.58,0,,,,37,25,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",2/3/2012,8.5,0,,,,39,32,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",2/4/2012,9.62,0,,,,42,25,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",2/5/2012,5.14,0,,,,44,22,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",2/6/2012,11.41,0,,,,31,25,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",2/7/2012,11.86,0,,,,34,26,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",2/8/2012,8.05,0,,,,35,21,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",2/9/2012,10.51,0,,,,35,17,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",2/10/2012,14.99,0.01,,,,35,11,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",2/11/2012,15.88,0,,,,20,8,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",2/12/2012,10.74,0,,,,36,14,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",2/13/2012,8.28,0,,,,35,13,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",2/14/2012,8.5,0,,,,35,28,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",2/15/2012,9.62,0.1,,,,41,29,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",2/16/2012,9.4,0.01,,,,47,31,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",2/17/2012,9.4,0,,,,49,21,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",2/18/2012,8.05,0,,,,40,21,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",2/19/2012,4.92,0,,,,39,16,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",2/20/2012,8.72,0,,,,43,17,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",2/21/2012,11.18,0.09,,,,41,33,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",2/22/2012,6.49,0.01,,,,43,28,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",2/23/2012,6.26,0.17,,,,38,27,
USW00094892,"CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US",2/24/2012,16.78,0.11,,,,34,23,
